Timestamp, Pressure 0, Pressure 1, Scales
13:07:34,0.011165,-0.012793,0.000000
13:07:35,0.010875,-0.012817,0.000000
13:07:35,0.011112,-0.012864,0.000000
13:07:36,0.011004,-0.012833,0.000000
13:07:36,0.011042,-0.012860,0.000000
13:07:37,0.011393,-0.012840,0.000000
13:07:37,0.011050,-0.012820,0.000000
13:07:38,0.011074,-0.012812,377.600000
13:07:38,0.011081,-0.012857,589.900000
13:07:39,0.011101,-0.012817,18.200000
13:07:39,0.011162,-0.012778,223.200000
13:07:40,0.011098,-0.012824,196.600000
13:07:40,0.010993,-0.012914,175.400000
13:07:41,0.011103,-0.012857,396.000000
13:07:41,0.011065,-0.012771,36.500000
13:07:42,0.011211,-0.012754,383.200000
13:07:42,0.011153,-0.012740,294.000000
13:07:43,0.011134,-0.012806,240.900000
13:07:43,0.010983,-0.012874,361.100000
13:07:44,0.010941,-0.012867,1.600000
13:07:44,0.010917,-0.012854,0.000000
13:07:45,0.011058,-0.012818,0.000000
